orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,mes,dayofyear,estacion,anio,dia_del_anio
5.0,Río Reconquista y Río Lujan,TI004,2021-10-27,2021.0,primavera,24.7,31.0,5.07,6.75,Presencia,Presencia,Ausencia,Presencia,6200.0,1400.0,200.0,2.2,0.05,0.21,0.2,2.2,33.0,31.0,100.0,0.005,0.001,0.00119,0.2,42.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",10.0,300.0,primavera,2021.0,300.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2021-02-24,2021.0,verano,24.5,22.0,1.86,7.11,Presencia,Presencia,Ausencia,Presencia,20000.0,8000.0,1940.0,3.1,6.9,1.5,0.96,6.5,32.0,13.0,100.0,5.0,0.001,0.0,0.15,28.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2021-05-19,2021.0,otoño,15.3,12.0,4.25,6.74,Presencia,Presencia,Ausencia,Ausencia,120000.0,48000.0,4600.0,2.8,4.5,0.55,0.55,6.5,5.6,30.0,85.0,100.0,0.007,0.001,10.0,31.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2021-08-25,2021.0,invierno,14.4,8.0,1.46,6.8,Presencia,Presencia,Presencia,Ausencia,100000.0,10000.0,400.0,2.0,5.7,0.65,0.68,8.6,30.0,16.0,100.0,0.005,0.001,0.011,0.2,30.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2021-10-27,2021.0,primavera,23.0,27.0,0.82,7.19,Presencia,Presencia,Ausencia,Presencia,30000.0,5000.0,1340.0,2.0,9.7,1.1,1.3,12.0,65.0,13.0,100.0,0.005,0.001,0.01246,0.2,28.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2021-02-24,2021.0,verano,25.7,26.0,4.31,7.4,Ausencia,Presencia,Ausencia,Ausencia,2200.0,2000.0,100.0,3.9,0.21,1.1,0.27,3.7,30.0,31.0,100.0,5.0,0.001,0.005,0.15,49.0,Muy deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",2.0,55.0,verano,2021.0,55.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2021-05-19,2021.0,otoño,15.7,13.0,6.9,7.0,Ausencia,Ausencia,Ausencia,Ausencia,30000.0,1000.0,800.0,2.9,0.57,0.19,0.2,4.3,2.0,30.0,150.0,100.0,0.005,0.001,10.0,39.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",5.0,139.0,otoño,2021.0,139.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2021-08-25,2021.0,invierno,14.5,13.0,2.54,6.8,Ausencia,Ausencia,Ausencia,Ausencia,10000.0,2000.0,150.0,2.0,4.7,0.48,0.57,6.8,30.0,22.0,100.0,0.005,0.001,0.013,0.2,43.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",8.0,237.0,invierno,2021.0,237.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2021-10-27,2021.0,primavera,25.4,33.0,6.2,6.9,Ausencia,Ausencia,Ausencia,Presencia,2000.0,1000.0,58.0,4.2,3.3,0.2,0.14,2.0,37.0,36.0,100.0,0.005,0.001,0.00415,0.2,48.0,Muy deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",10.0,300.0,primavera,2021.0,300.0
7.0,Río Lujan y Canal San Fernando,TI007,2021-02-24,2021.0,verano,25.1,28.0,2.35,6.82,Presencia,Presencia,Ausencia,Presencia,4000.0,2500.0,2000.0,3.1,39.0,1.3,0.51,3.7,35.0,31.0,100.0,5.0,0.001,0.0,0.15,30.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
7.0,Río Lujan y Canal San Fernando,TI007,2021-05-19,2021.0,otoño,15.9,8.0,1.61,6.7,Presencia,Ausencia,Ausencia,Ausencia,9000.0,2000.0,100.0,3.0,5.6,0.62,0.62,7.3,4.9,30.0,45.0,100.0,0.005,0.001,10.0,40.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
7.0,Río Lujan y Canal San Fernando,TI007,2021-08-25,2021.0,invierno,14.4,8.0,4.88,6.76,Presencia,Presencia,Presencia,Ausencia,14000.0,2000.0,690.0,2.1,2.5,0.43,0.37,2.9,30.0,16.0,100.0,0.005,0.001,0.01,0.2,35.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
7.0,Río Lujan y Canal San Fernando,TI007,2021-10-27,2021.0,primavera,24.2,32.0,3.9,6.71,Ausencia,Presencia,Ausencia,Presencia,15000.0,12000.0,430.0,2.0,1.8,0.25,0.39,4.2,31.0,21.0,100.0,0.005,0.001,0.00415,0.2,34.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
8.0,Río Capitán y Río San Antonio,TI008,2021-02-24,2021.0,verano,26.7,28.0,5.85,6.8,Ausencia,Ausencia,Ausencia,Ausencia,2000.0,440.0,200.0,3.1,0.06,0.94,0.31,2.0,30.0,80.0,100.0,5.0,0.001,0.001,0.15,49.0,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",2.0,55.0,verano,2021.0,55.0
8.0,Río Capitán y Río San Antonio,TI008,2021-05-19,2021.0,otoño,15.2,12.0,8.63,6.92,Ausencia,Ausencia,Ausencia,Ausencia,2500.0,300.0,50.0,2.8,0.16,0.19,0.2,3.9,2.0,30.0,160.0,100.0,0.005,0.001,10.0,75.0,Deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",5.0,139.0,otoño,2021.0,139.0
8.0,Río Capitán y Río San Antonio,TI008,2021-08-25,2021.0,invierno,14.6,9.0,10.08,6.88,Ausencia,Ausencia,Ausencia,Ausencia,1000.0,600.0,100.0,2.1,0.3,0.2,0.1,2.0,30.0,22.0,100.0,0.005,0.001,0.01,0.2,65.0,Deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",8.0,237.0,invierno,2021.0,237.0
8.0,Río Capitán y Río San Antonio,TI008,2021-10-27,2021.0,primavera,24.8,32.0,7.27,7.13,Ausencia,Ausencia,Ausencia,Ausencia,8000.0,150.0,40.0,2.0,0.09,0.2,0.1,2.0,30.0,32.0,100.0,0.005,0.001,0.00237,0.2,49.0,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",10.0,300.0,primavera,2021.0,300.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2021-02-24,2021.0,verano,24.7,28.0,4.17,6.85,Ausencia,Ausencia,Ausencia,Ausencia,1900.0,360.0,150.0,2.5,0.34,0.59,0.3,2.0,30.0,50.0,100.0,5.0,0.001,0.009,0.15,49.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2021-05-19,2021.0,otoño,12.8,8.0,8.2,6.89,Ausencia,Ausencia,Ausencia,Ausencia,5300.0,400.0,90.0,3.0,0.98,0.19,0.2,5.8,2.0,30.0,140.0,100.0,0.005,0.001,10.0,46.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2021-08-25,2021.0,invierno,13.8,11.0,9.5,7.06,Ausencia,Ausencia,Ausencia,Ausencia,170.0,2.0,170.0,2.2,0.05,0.2,0.1,2.0,30.0,29.0,100.0,0.005,0.001,0.01,0.2,80.0,Levemente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2021-10-27,2021.0,primavera,24.0,32.0,6.12,6.96,Ausencia,Ausencia,Ausencia,Ausencia,5000.0,2000.0,40.0,4.0,0.44,0.2,0.1,2.0,34.0,33.0,100.0,0.005,0.001,0.00237,0.2,49.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
17.0,Costa y Melo,VL031,2021-02-24,2021.0,verano,24.7,26.0,6.2,7.31,Ausencia,Ausencia,Ausencia,Presencia,4000.0,100.0,100.0,7.1,0.39,1.6,0.43,2.0,30.0,45.0,100.0,5.0,0.001,0.0,0.15,46.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
17.0,Costa y Melo,VL031,2021-05-19,2021.0,otoño,14.8,13.4,8.37,7.96,Ausencia,Ausencia,Ausencia,Ausencia,10000.0,7500.0,2300.0,6.3,2.1,0.36,0.36,6.1,6.1,30.0,120.0,100.0,0.005,0.001,10.0,39.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
17.0,Costa y Melo,VL031,2021-08-25,2021.0,invierno,14.0,11.0,9.08,7.59,Ausencia,Ausencia,Ausencia,Ausencia,20000.0,7000.0,800.0,5.2,0.1,0.31,0.32,4.7,30.0,16.0,100.0,0.005,0.001,0.01,0.2,43.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
17.0,Costa y Melo,VL031,2021-10-27,2021.0,primavera,22.4,24.2,7.21,7.17,Ausencia,Ausencia,Ausencia,Ausencia,8000.0,3000.0,300.0,5.2,0.05,0.28,0.26,2.2,30.0,9.3,100.0,0.005,0.001,0.01,0.2,46.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
16.0,Puerto de Olivos Espigón,VL032,2021-02-24,2021.0,verano,25.7,26.0,4.7,6.66,Ausencia,Ausencia,Ausencia,Presencia,5000.0,4000.0,820.0,5.6,0.7,1.2,0.33,2.0,30.0,29.0,100.0,5.0,0.001,0.0,0.15,37.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",2.0,55.0,verano,2021.0,55.0
16.0,Puerto de Olivos Espigón,VL032,2021-05-19,2021.0,otoño,14.8,13.8,9.32,7.81,Ausencia,Ausencia,Ausencia,Ausencia,4000.0,2000.0,1400.0,5.7,0.9,0.3,0.3,9.8,4.1,30.0,220.0,100.0,0.005,0.001,10.0,43.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",5.0,139.0,otoño,2021.0,139.0
16.0,Puerto de Olivos Espigón,VL032,2021-08-25,2021.0,invierno,13.5,11.0,9.4,7.5,Ausencia,Ausencia,Ausencia,Ausencia,20000.0,3000.0,900.0,5.7,0.3,0.32,0.31,4.0,30.0,24.0,100.0,0.005,0.001,0.01,0.2,44.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",8.0,237.0,invierno,2021.0,237.0
16.0,Puerto de Olivos Espigón,VL032,2021-10-27,2021.0,primavera,23.6,24.2,7.0,7.14,Ausencia,Ausencia,Presencia,Presencia,28000.0,300.0,500.0,6.1,0.6,0.32,0.3,2.1,59.0,7.1,100.0,0.005,0.001,0.01,0.2,37.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
15.0,Reserva Barrio El Ceibo ,VL033,2021-02-24,2021.0,verano,25.5,26.0,4.07,6.92,Ausencia,Ausencia,Ausencia,Ausencia,5000.0,4500.0,350.0,6.7,0.66,0.83,0.32,2.0,30.0,29.0,100.0,5.0,0.001,0.0,0.15,41.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
15.0,Reserva Barrio El Ceibo ,VL033,2021-05-19,2021.0,otoño,15.0,13.8,10.01,7.59,Ausencia,Ausencia,Ausencia,Ausencia,6000.0,2000.0,830.0,5.8,0.9,0.36,0.36,8.9,4.3,30.0,250.0,100.0,0.005,0.001,10.0,43.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
15.0,Reserva Barrio El Ceibo ,VL033,2021-08-25,2021.0,invierno,13.8,11.0,8.9,7.81,Ausencia,Ausencia,Ausencia,Ausencia,5000.0,400.0,100.0,4.9,0.3,0.34,0.37,4.9,30.0,19.0,100.0,0.0052,0.001,0.01,0.2,54.0,Muy deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
15.0,Reserva Barrio El Ceibo ,VL033,2021-10-27,2021.0,primavera,25.8,24.6,8.12,7.24,Ausencia,Ausencia,Ausencia,Ausencia,8300.0,900.0,360.0,4.9,1.1,0.34,0.3,3.2,67.0,6.0,100.0,0.005,0.001,0.01,0.2,45.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
23.0,Polo Petroquímico Dock Sud,AV051,2022-02-23,2022.0,Verano,25.7,22.2,4.13,7.58,Ausencia,Ausencia,Ausencia,Ausencia,5200.0,600.0,180.0,6.9,0.97,0.42,0.34,5.2,46.0,22.0,0.1,0.005,0.001,20.7,0.2,45.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,54.0,verano,2022.0,54.0
23.0,Polo Petroquímico Dock Sud,AV051,2022-05-04,2022.0,otoño,17.8,14.0,4.28,7.42,Ausente,Ausente,Ausente,Ausente,270000.0,6000.0,300.0,3.9,2.0,0.45,0.42,4.1,65.0,45.0,0.1,0.007,0.001,10.0,0.15,36.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,124.0,otoño,2022.0,124.0
23.0,Polo Petroquímico Dock Sud,AV051,2022-08-23,2022.0,invierno,14.06,14.0,6.19,7.51,Ausente,Ausente,Ausente,Ausente,40000.0,3.0,600.0,12.6,1.5,0.31,0.31,3.7,30.0,50.0,0.1,0.005,0.001,250.0,0.15,38.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2022.0,235.0
23.0,Polo Petroquímico Dock Sud,AV051,2022-10-31,2022.0,Primavera,18.43,13.0,5.37,7.47,Ausente,Ausente,Ausente,Ausente,1400.0,1350.0,80.0,3.6,2.2,0.57,0.54,2.0,30.0,16.0,0.1,0.005,0.001,0.8,0.15,52.0,Muy deteriorada,Tigre,Arroyo Santo Domingo,-3.469.195,-5.847.945,446.949,144.834,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
24.0,Arroyo Sarandí,AV052,2022-02-23,2022.0,Verano,26.3,25.2,4.43,7.81,Ausencia,Ausencia,Ausencia,Ausencia,2500.0,2000.0,140.0,8.6,0.049,0.69,0.52,9.2,29.0,17.0,0.1,0.005,0.001,130.2,0.2,44.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,54.0,verano,2022.0,54.0
24.0,Arroyo Sarandí,AV052,2022-05-04,2022.0,otoño,18.4,14.0,4.46,7.5,Ausente,Ausente,Ausente,Ausente,103000.0,35000.0,640.0,11.5,0.05,0.79,0.73,4.2,80.0,23.0,0.1,0.008,0.001,10.0,0.15,38.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,124.0,otoño,2022.0,124.0
24.0,Arroyo Sarandí,AV052,2022-08-23,2022.0,invierno,14.6,14.0,5.36,7.48,Ausente,Ausente,Ausente,Ausente,40000.0,5.0,670.0,13.3,2.0,0.34,0.34,5.0,30.0,28.0,0.1,0.0051,0.001,220.0,0.15,38.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2022.0,235.0
24.0,Arroyo Sarandí,AV052,2022-10-31,2022.0,Primavera,18.5,14.0,6.6,7.67,Ausente,Ausente,Ausente,Ausente,1000.0,800.0,20.0,3.3,2.5,0.55,0.54,3.5,30.0,18.0,0.1,0.005,0.001,8.2,0.15,43.0,Extremadamente deteriorada,Tigre,Arroyo Santo Domingo,-3.469.195,-5.847.945,446.949,144.834,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
26.0,Arroyo Santo Domingo,AV053,2022-02-23,2022.0,Verano,25.8,25.2,9.29,8.83,Ausencia,Ausencia,Ausencia,Ausencia,3800.0,1600.0,1100.0,6.5,1.9,0.8,0.69,14.0,35.0,13.0,0.1,0.005,0.001,10.0,0.2,39.0,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",2.0,54.0,verano,2022.0,54.0
26.0,Arroyo Santo Domingo,AV053,2022-05-04,2022.0,otoño,17.9,14.0,3.43,7.46,Ausente,Ausente,Ausente,Ausente,20000.0,4200.0,230.0,3.7,2.9,0.65,0.53,3.8,53.0,22.0,0.1,0.006,0.001,10.0,0.15,39.0,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",5.0,124.0,otoño,2022.0,124.0
26.0,Arroyo Santo Domingo,AV053,2022-08-23,2022.0,invierno,16.6,14.0,5.36,7.66,Ausente,Ausente,Ausente,Ausente,92000.0,6.0,610.0,10.8,4.1,0.27,0.27,6.5,30.0,13.0,0.1,0.005,0.001,310.0,0.15,37.0,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",8.0,235.0,invierno,2022.0,235.0
26.0,Arroyo Santo Domingo,AV053,2022-10-31,2022.0,Primavera,17.1,14.0,7.06,8.0,Ausente,Ausente,Ausente,Ausente,1300.0,1000.0,120.0,3.6,1.6,0.67,0.52,3.8,30.0,21.0,0.1,7.0,0.001,40.9,0.15,40.0,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",10.0,304.0,primavera,2022.0,304.0
22.0,Escollera de Propaneros,AV054,2022-02-23,2022.0,Verano,27.4,22.2,3.63,7.43,Ausencia,Ausencia,Ausencia,Ausencia,2700.0,2100.0,350.0,10.0,0.049,0.65,0.65,5.2,29.0,12.0,0.1,0.005,0.001,70.8,0.2,44.0,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",2.0,54.0,verano,2022.0,54.0
22.0,Escollera de Propaneros,AV054,2022-05-04,2022.0,otoño,17.8,14.0,4.78,7.47,Ausente,Ausente,Ausente,Ausente,80000.0,5000.0,850.0,4.3,1.7,0.52,0.43,4.2,89.0,75.0,0.1,0.015,0.001,10.0,0.15,37.0,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",5.0,124.0,otoño,2022.0,124.0
22.0,Escollera de Propaneros,AV054,2022-08-23,2022.0,invierno,15.03,14.0,3.09,7.23,Ausente,Ausente,Ausente,Ausente,120000.0,6.0,660.0,13.0,3.3,0.54,0.54,6.8,30.0,25.0,0.1,0.011,0.001,870.0,0.15,35.0,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",8.0,235.0,invierno,2022.0,235.0
22.0,Escollera de Propaneros,AV054,2022-10-31,2022.0,Primavera,18.89,12.0,3.99,7.22,Ausente,Ausente,Ausente,Ausente,700.0,500.0,40.0,3.2,3.3,0.78,0.66,4.2,30.0,14.0,0.1,7.0,0.001,6.4,0.15,37.0,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",10.0,304.0,primavera,2022.0,304.0
25.0,Costa de Villa Domínico,AV055,2022-02-23,2022.0,Verano,25.1,25.2,7.51,8.62,Ausencia,Ausencia,Ausencia,Ausencia,1400.0,300.0,2200.0,8.9,0.8,0.85,0.49,15.0,94.0,19.0,0.1,0.005,0.001,10.0,0.2,39.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,54.0,verano,2022.0,54.0
25.0,Costa de Villa Domínico,AV055,2022-05-04,2022.0,otoño,17.0,14.0,2.28,7.6,Ausente,Ausente,Ausente,Ausente,420000.0,28000.0,1100.0,3.4,4.8,1.2,0.88,4.1,84.0,13.0,0.1,0.007,0.001,10.0,0.15,35.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,124.0,otoño,2022.0,124.0
25.0,Costa de Villa Domínico,AV055,2022-08-23,2022.0,invierno,15.7,14.0,5.07,7.55,Ausente,Ausente,Ausente,Ausente,70000.0,6.0,600.0,12.6,3.1,0.42,0.42,5.0,30.0,12.0,0.1,0.0061,0.001,1270.0,0.15,37.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2022.0,235.0
25.0,Costa de Villa Domínico,AV055,2022-10-31,2022.0,Primavera,18.5,14.0,6.1,8.02,Ausente,Ausente,Ausente,Ausente,6000.0,6000.0,100.0,3.3,1.3,30.12,0.4,4.1,30.0,15.0,0.1,0.005,0.001,28.8,0.15,40.0,Extremadamente deteriorada,Tigre,Arroyo Santo Domingo,-3.469.195,-5.847.945,446.949,144.834,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
40.0,Playa La Bagliardi,BS091,2022-02-23,2022.0,Verano,20.0,18.0,6.03,7.3,Ausencia,Ausencia,Ausencia,Ausencia,3500.0,200.0,1800.0,1.9,0.23,1.4,0.44,5.4,47.0,18.0,0.1,0.005,0.001,10.0,0.2,44.0,Extremadamente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.93,47.63,"""Industria Manufacturera""",2.0,54.0,verano,2022.0,54.0
40.0,Playa La Bagliardi,BS091,2022-05-04,2022.0,otoño,7.0,10.0,no midio la sonda,7.6,Ausencia,Ausencia,Ausencia,Ausencia,1400.0,400.0,1160.0,6.4,0.41,0.28,0.22,2.5,71.0,12.0,0.1,0.005,0.001,10.0,0.15,50.0,Muy deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.93,47.63,"""Industria Manufacturera""",5.0,124.0,otoño,2022.0,124.0
40.0,Playa La Bagliardi,BS091,2022-08-23,2022.0,invierno,10.0,12.0,6.33,8.32,Ausencia,Ausencia,Ausencia,Ausencia,9000.0,2.0,570.0,16.2,5.4,1.3,1.0,4.0,30.0,25.0,0.1,0.005,0.001,1730.0,0.15,38.0,Extremadamente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.93,47.63,"""Industria Manufacturera""",8.0,235.0,invierno,2022.0,235.0
40.0,Playa La Bagliardi,BS091,2022-10-31,2022.0,Primavera,10.0,12.0,no midio la sonda,7.6,Ausencia,Ausencia,Ausencia,Presencia,1400.0,1000.0,380.0,4.6,0.8,0.45,0.43,2.5,30.0,40.0,0.1,0.005,0.001,0.2,0.15,49.0,Muy deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.93,47.63,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
38.0,Balneario Palo Blanco,BS092,2022-02-23,2022.0,Verano,22.0,20.0,6.59,7.91,Ausencia,Ausencia,Ausencia,Ausencia,700.0,100.0,360.0,2.9,0.049,1.3,0.5,5.0,29.0,11.0,0.1,0.005,0.001,10.0,0.2,50.0,Muy deteriorada,Berisso,Balneario Palo Blanco,-34.855.808,-57.838.144,100.93,47.63,"""Industria Manufacturera""",2.0,54.0,verano,2022.0,54.0
