orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,mes,dayofyear,estacion,anio,dia_del_anio
30.0,Pejerrey Club 400 m,QU063,2023-08-23,2023.0,invierno,12.0,15.0,8.11,7.55,Ausencia,Ausencia,Ausencia,Ausencia,600.0,600.0,260.0,7.7,1.5,0.48,0.25,2.0,30.0,27.0,0.1,0.005,0.001,1.31,0.15,47.0,Muy deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
29.0,Pejerrey Club 400 m,QU063,2023-11-14,2023.0,primavera,16.0,22.0,sin equipo,6.97,Ausencia,Ausencia,Ausencia,Ausencia,800.0,540.0,140.0,3.8,0.78,0.24,0.2,7.3,30.0,11.0,0.1,0.005,0.001,10.7,0.15,39.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
10.0,Del Arca,SF015,2023-02-22,2023.0,Verano,26.0,14.0,5.65,6.66,Ausencia,Ausencia,Ausencia,Presencia,15000.0,4700.0,920.0,5.1,1.2,0.26,0.23,2.1,30.0,21.0,0.1,0.005,0.001,0.1,2.61,35.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,53.0,verano,2023.0,53.0
10.0,Del Arca,SF015,2023-05-10,2023.0,otoño,19.0,20.0,5.85,no funcionó,Ausencia,Ausencia,Ausencia,Ausencia,5000.0,1400.0,300.0,6.2,0.62,0.21,0.2,2.0,30.0,40.0,0.1,0.005,1.0,2.79,0.15,35.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",5.0,130.0,otoño,2023.0,130.0
10.0,Del Arca,SF015,2023-08-23,2023.0,invierno,16.0,13.0,5.4,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,3000.0,2700.0,500.0,13.9,10.0,0.95,0.37,2.0,30.0,19.0,0.1,0.005,0.001,3.85,0.15,39.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",8.0,235.0,invierno,2023.0,235.0
10.0,Del Arca,SF015,2023-11-14,2023.0,primavera,16.0,13.0,5.4,7.4,Ausencia,Ausencia,Ausencia,Ausencia,62000.0,5800.0,2480.0,2.6,1.7,0.3,0.2,3.4,30.0,12.0,0.1,0.005,0.001,10.0,0.15,28.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",11.0,318.0,primavera,2023.0,318.0
11.0,Espigón La Farola,SI021,2023-02-22,2023.0,Verano,24.0,20.0,3.19,6.82,Ausencia,Ausencia,Ausencia,Ausencia,900.0,800.0,140.0,3.4,0.53,0.18,0.32,1.9,29.0,63.1,0.1,0.005,0.001,10.0,0.15,53.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
11.0,Espigón La Farola,SI021,2023-05-10,2023.0,otoño,24.0,20.0,3.19,6.82,Ausencia,Ausencia,Ausencia,Ausencia,900.0,800.0,140.0,3.4,0.53,0.18,0.2,2.0,30.0,63.1,0.1,0.005,0.001,10.0,0.15,53.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
11.0,Espigón La Farola,SI021,2023-08-23,2023.0,invierno,24.0,20.0,3.19,6.82,Ausencia,Ausencia,Ausencia,Ausencia,900.0,800.0,140.0,3.4,0.53,0.18,0.23,5.0,30.0,63.1,0.1,0.005,0.001,10.0,0.15,53.0,Muy deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
11.0,Espigón La Farola,SI021,2023-11-14,2023.0,primavera,24.0,20.0,3.19,6.82,Ausencia,Ausencia,Ausencia,Ausencia,900.0,800.0,140.0,3.4,0.53,0.18,0.2,no se analizó,no se analizó,63.1,0.1,0.005,0.001,10.0,0.15,53.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
12.0,Reserva Ecológica,SI022,2023-02-22,2023.0,Verano,28.0,27.0,6.5,6.0,Ausencia,Ausencia,Ausencia,Ausencia,1700.0,1000.0,60.0,4.3,0.51,0.46,0.19,3.1,52.0,20.0,0.1,0.005,0.001,11.81,0.15,37.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",2.0,53.0,verano,2023.0,53.0
12.0,Reserva Ecológica,SI022,2023-05-10,2023.0,otoño,18.0,21.0,6.32,no funcionó,Ausencia,Ausencia,Ausencia,Ausencia,1.3,600.0,130.0,5.3,0.77,0.15,0.14,2.0,30.0,23.0,0.1,0.005,1.0,7.4,0.15,35.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",5.0,130.0,otoño,2023.0,130.0
12.0,Reserva Ecológica,SI022,2023-08-23,2023.0,invierno,13.7,14.0,7.64,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,2900.0,2300.0,1400.0,8.6,1.0,0.58,0.28,2.0,30.0,20.0,0.1,0.005,0.001,3.11,0.15,40.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",8.0,235.0,invierno,2023.0,235.0
12.0,Reserva Ecológica,SI022,2023-11-14,2023.0,primavera,22.0,23.0,5.61,7.4,Ausencia,Ausencia,Ausencia,Ausencia,400.0,400.0,300.0,3.1,0.27,0.19,0.2,2.0,30.0,14.0,0.1,0.005,0.001,10.0,0.15,41.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",11.0,318.0,primavera,2023.0,318.0
14.0,Perú Puente,SI023,2023-02-22,2023.0,Verano,26.1,27.0,1.8,6.2,Ausencia,Ausencia,Ausencia,Presencia,28000.0,5200.0,3300.0,1.9,7.2,0.43,0.32,7.1,29.0,7.5,0.1,0.005,0.001,10.0,0.2,33.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",2.0,53.0,verano,2023.0,53.0
14.0,Perú Puente,SI023,2023-05-10,2023.0,otoño,20.0,22.0,3.24,no funcionó,Ausencia,Ausencia,Ausencia,Ausencia,24.0,19000.0,5000.0,20.0,2.9,0.43,0.33,3.1,30.0,3.5,0.1,0.005,1.0,1.31,0.15,32.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",5.0,130.0,otoño,2023.0,130.0
14.0,Perú Puente,SI023,2023-08-23,2023.0,invierno,17.5,14.0,6.37,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,150000.0,65000.0,18000.0,12.7,1.4,0.29,0.28,2.8,30.0,21.0,0.1,0.005,0.001,2.83,0.15,35.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",8.0,235.0,invierno,2023.0,235.0
14.0,Perú Puente,SI023,2023-11-14,2023.0,primavera,23.0,23.0,4.86,7.3,Ausencia,Ausencia,Ausencia,Ausencia,28000.0,20000.0,10000.0,14.4,2.1,0.36,0.2,2.7,30.0,6.2,0.1,0.005,0.001,10.0,0.15,32.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",11.0,318.0,primavera,2023.0,318.0
13.0,Playa Espigón de Pacheco,SI024,2023-02-22,2023.0,Verano,28.7,30.0,8.53,6.95,Ausencia,Ausencia,Ausencia,Ausencia,5200.0,4500.0,110.0,5.5,0.5,0.3,0.28,2.5,30.0,24.0,0.1,0.005,0.001,6.7,0.99,40.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
13.0,Playa Espigón de Pacheco,SI024,2023-05-10,2023.0,otoño,18.0,22.0,5.16,no funcionó,Ausencia,Ausencia,Ausencia,Ausencia,5800.0,4200.0,500.0,6.9,0.94,0.2,0.19,2.0,30.0,13.0,0.1,0.005,1.0,6.4,0.15,35.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
13.0,Playa Espigón de Pacheco,SI024,2023-08-23,2023.0,invierno,13.7,14.0,6.66,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,3300.0,2300.0,1500.0,39.4,8.5,1.5,0.61,4.3,30.0,4.0,0.1,0.005,0.001,0.94,0.15,40.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
13.0,Playa Espigón de Pacheco,SI024,2023-11-14,2023.0,primavera,24.0,23.0,6.69,7.55,Ausencia,Ausencia,Ausencia,Ausencia,500.0,500.0,200.0,5.0,0.6,0.19,0.2,2.0,30.0,18.0,0.1,0.005,0.001,10.0,0.15,39.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
1.0,Canal Villanueva y Río Luján,TI001,2023-02-22,2023.0,Verano,26.0,24.0,6.59,7.24,Ausencia,Ausencia,Ausencia,Presencia,600.0,100.0,130.0,3.9,0.05,0.26,0.1,2.0,30.0,29.0,0.1,0.005,0.001,0.87,0.15,53.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
1.0,Canal Villanueva y Río Luján,TI001,2023-05-10,2023.0,otoño,18.0,12.0,7.09,7.22,Ausencia,Ausencia,Ausencia,Ausencia,3200.0,2200.0,770.0,3.9,0.3,0.16,0.15,2.0,30.0,45.0,0.1,0.005,1.0,2.56,0.15,39.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
1.0,Canal Villanueva y Río Luján,TI001,2023-08-23,2023.0,invierno,16.3,11.0,8.53,7.27,Ausencia,Ausencia,Ausencia,Presencia,240.0,200.0,300.0,4.2,0.19,0.57,0.2,2.0,30.0,38.0,0.1,0.005,0.001,1.02,0.15,48.0,Muy deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
1.0,Canal Villanueva y Río Luján,TI001,2023-11-14,2023.0,primavera,23.0,25.0,4.72,6.57,Ausencia,Ausencia,Ausencia,Ausencia,200.0,180.0,290.0,3.3,0.13,0.12,0.2,2.0,30.0,24.0,0.1,0.005,0.001,10.0,0.15,42.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
3.0,Canal Aliviador y Río Lujan,TI002,2023-02-22,2023.0,Verano,27.6,24.0,6.14,6.88,Ausencia,Ausencia,Ausencia,Presencia,2000.0,1000.0,100.0,3.5,2.2,0.41,0.36,4.1,30.0,21.0,0.1,0.005,0.001,16.87,2.98,35.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
3.0,Canal Aliviador y Río Lujan,TI002,2023-05-10,2023.0,otoño,18.0,12.0,6.16,7.33,Ausencia,Ausencia,Ausencia,Ausencia,5.0,3.0,200.0,4.2,0.86,0.21,0.2,2.0,30.0,45.0,0.1,0.005,1.0,0.1,0.15,37.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
3.0,Canal Aliviador y Río Lujan,TI002,2023-08-23,2023.0,invierno,15.2,11.0,5.97,7.13,Ausencia,Ausencia,Ausencia,Presencia,23000.0,19000.0,3000.0,15.2,2.9,2.0,0.46,3.8,36.0,45.0,0.1,6.0,0.001,7.51,0.15,35.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
3.0,Canal Aliviador y Río Lujan,TI002,2023-11-14,2023.0,primavera,26.0,25.0,4.31,6.71,Ausencia,Ausencia,Ausencia,Ausencia,4000.0,600.0,400.0,2.7,2.0,0.26,0.2,3.0,30.0,13.0,0.1,0.005,0.001,10.7,0.15,37.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2023-02-22,2023.0,Verano,26.1,25.0,5.02,6.82,Ausencia,Ausencia,Ausencia,Presencia,6000.0,500.0,220.0,3.9,0.56,0.23,0.17,2.2,30.0,28.0,0.1,0.005,0.001,10.89,0.15,37.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2023-05-10,2023.0,otoño,18.0,12.0,6.08,7.32,Ausencia,Ausencia,Presencia,Ausencia,4000.0,2.9,640.0,4.8,0.99,0.18,0.17,2.0,30.0,50.0,0.1,0.005,1.0,0.1,0.15,35.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2023-08-23,2023.0,invierno,15.1,11.0,5.75,7.19,Presencia,Ausencia,Ausencia,Ausencia,11000.0,5200.0,1400.0,15.7,3.5,0.36,0.34,4.3,37.0,39.0,0.1,0.005,0.001,5.99,0.15,37.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2023-11-14,2023.0,primavera,21.0,25.0,2.98,6.49,Ausencia,Ausencia,Ausencia,Presencia,1000.0,400.0,900.0,2.0,1.0,0.14,0.2,2.0,40.0,24.0,0.1,0.005,0.001,10.0,0.15,33.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
5.0,Río Reconquista y Río Lujan,TI004,2023-02-22,2023.0,Verano,25.9,24.0,5.28,6.69,Ausencia,Presencia,Ausencia,Presencia,15000.0,3200.0,560.0,4.3,1.5,0.44,0.25,3.3,30.0,24.0,0.1,0.005,0.001,8.57,0.15,34.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",2.0,53.0,verano,2023.0,53.0
5.0,Río Reconquista y Río Lujan,TI004,2023-05-10,2023.0,otoño,18.0,12.0,5.85,7.06,Ausencia,Ausencia,Ausencia,Ausencia,2.0,1.5,250.0,5.3,0.49,0.19,0.18,2.0,30.0,45.0,0.1,0.005,1.0,0.35,0.15,40.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",5.0,130.0,otoño,2023.0,130.0
5.0,Río Reconquista y Río Lujan,TI004,2023-08-23,2023.0,invierno,15.3,11.0,5.36,7.13,Presencia,Presencia,Presencia,Presencia,4000.0,3600.0,1500.0,18.6,4.0,1.3,0.53,4.3,40.0,29.0,0.1,0.005,0.001,4.54,0.15,30.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",8.0,235.0,invierno,2023.0,235.0
5.0,Río Reconquista y Río Lujan,TI004,2023-11-14,2023.0,primavera,23.0,25.0,2.01,6.67,Ausencia,Ausencia,Ausencia,Presencia,19000.0,18000.0,5700.0,2.3,2.6,0.44,0.2,4.7,30.0,8.7,0.1,0.005,0.001,10.0,0.15,33.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",11.0,318.0,primavera,2023.0,318.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2023-02-22,2023.0,Verano,25.2,24.0,5.02,6.4,Ausencia,Presencia,Ausencia,Presencia,2000.0,1100.0,100.0,7.3,3.8,0.5,0.4,4.3,30.0,20.0,0.1,0.005,0.001,18.37,0.15,31.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2023-05-10,2023.0,otoño,19.0,11.0,5.26,7.05,Ausencia,Ausencia,Ausencia,Ausencia,41.0,20.0,9300.0,9.6,3.0,0.31,0.3,3.6,30.0,45.0,0.1,0.005,1.0,1.31,0.15,35.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2023-08-23,2023.0,invierno,15.3,10.0,4.13,7.17,Presencia,Presencia,Ausencia,Presencia,6000.0,4100.0,2000.0,23.1,5.2,0.9,0.64,5.6,38.0,26.0,0.1,7.0,0.001,7.24,0.15,29.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2023-11-14,2023.0,primavera,23.0,24.0,2.67,6.62,Presencia,Ausencia,Ausencia,Presencia,15000.0,13000.0,3000.0,2.3,7.5,0.95,0.34,5.7,53.0,20.0,0.1,0.0,0.001,30.0,0.15,30.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2023-02-22,2023.0,Verano,26.8,25.0,5.94,6.96,Ausencia,Ausencia,Ausencia,Presencia,1000.0,400.0,1.5,5.2,0.25,0.16,0.11,2.1,30.0,24.0,0.1,0.005,0.001,10.61,0.21,39.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",2.0,53.0,verano,2023.0,53.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2023-05-10,2023.0,otoño,18.0,12.0,7.12,7.22,Ausencia,Ausencia,Ausencia,Presencia,300.0,1100.0,300.0,6.7,0.13,0.11,0.1,2.0,30.0,60.0,0.1,0.005,1.0,0.67,0.15,38.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",5.0,130.0,otoño,2023.0,130.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2023-08-23,2023.0,invierno,15.0,11.0,6.88,7.13,Ausencia,Ausencia,Presencia,Presencia,15000.0,8300.0,5000.0,6.3,0.72,0.21,0.2,2.0,38.0,37.0,0.1,0.005,0.001,1.81,0.16,34.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",8.0,235.0,invierno,2023.0,235.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2023-11-14,2023.0,primavera,22.0,25.0,2.62,6.49,Ausencia,Ausencia,Ausencia,Presencia,2000.0,400.0,800.0,2.0,0.25,0.14,0.2,2.0,43.0,11.0,0.1,0.005,0.001,10.0,0.15,35.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",11.0,318.0,primavera,2023.0,318.0
7.0,Río Lujan y Canal San Fernando,TI007,2023-02-22,2023.0,Verano,29.4,29.0,3.45,6.83,Presencia,Presencia,Ausencia,Presencia,21000.0,7200.0,1.19,3.4,4.6,0.52,0.48,3.5,30.0,6.0,0.1,0.005,0.001,11.02,0.15,29.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
7.0,Río Lujan y Canal San Fernando,TI007,2023-05-10,2023.0,otoño,18.0,15.0,5.88,7.16,Ausencia,Ausencia,Ausencia,Presencia,4.0,600.0,930.0,4.3,0.75,0.21,0.2,2.0,30.0,50.0,0.1,0.005,1.0,1.28,0.15,35.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
7.0,Río Lujan y Canal San Fernando,TI007,2023-08-23,2023.0,invierno,15.5,10.0,3.1,7.07,Ausencia,Presencia,Ausencia,Presencia,9000.0,4400.0,920.0,20.2,5.5,1.0,0.6,4.0,30.0,17.0,0.1,0.005,0.001,3.99,0.15,33.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
7.0,Río Lujan y Canal San Fernando,TI007,2023-11-14,2023.0,primavera,23.0,24.0,1.95,6.65,Ausencia,Ausencia,Ausencia,Presencia,7000.0,2000.0,1600.0,2.9,0.71,0.44,0.2,4.6,80.0,3.1,0.1,0.005,0.001,12.7,0.15,34.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
8.0,Río Capitán y Río San Antonio,TI008,2023-02-22,2023.0,Verano,28.5,29.0,6.7,7.04,Ausencia,Ausencia,Ausencia,Ausencia,800.0,120.0,110.0,2.8,0.05,0.1,0.1,2.0,30.0,28.0,0.1,0.005,0.001,0.1,0.15,62.0,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",2.0,53.0,verano,2023.0,53.0
8.0,Río Capitán y Río San Antonio,TI008,2023-05-10,2023.0,otoño,19.0,14.0,8.09,7.3,Ausencia,Ausencia,Ausencia,Ausencia,sin muestra,sin muestra,sin muestra,3.1,0.06,0.1,0.1,2.0,30.0,70.0,0.1,0.005,1.0,0.35,0.15,43.0,Extremadamente deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",5.0,130.0,otoño,2023.0,130.0
8.0,Río Capitán y Río San Antonio,TI008,2023-08-23,2023.0,invierno,15.8,10.0,8.72,7.39,Ausencia,Ausencia,Ausencia,Presencia,8800.0,1620.0,220.0,2.7,0.1,0.59,0.2,2.0,32.0,39.0,0.1,0.005,0.001,0.42,0.15,44.0,Extremadamente deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",8.0,235.0,invierno,2023.0,235.0
8.0,Río Capitán y Río San Antonio,TI008,2023-11-14,2023.0,primavera,21.0,24.0,4.15,6.61,Ausencia,Ausencia,Ausencia,Ausencia,400.0,200.0,360.0,2.0,0.6,0.1,0.2,2.0,30.0,33.0,0.1,0.005,0.001,10.0,0.15,38.0,Extremadamente deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",11.0,318.0,primavera,2023.0,318.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2023-02-22,2023.0,Verano,28.0,29.0,5.19,6.91,Ausencia,Ausencia,Ausencia,Presencia,1200.0,350.0,550.0,2.1,0.23,0.23,0.12,2.0,30.0,45.0,0.1,0.006,0.001,25.58,0.15,37.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2023-05-10,2023.0,otoño,18.0,14.0,7.82,7.08,Ausencia,Ausencia,Ausencia,Ausencia,235.0,220.0,140.0,2.0,0.07,0.1,0.1,2.0,30.0,65.0,0.1,0.0051,1.0,0.91,0.15,40.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
